YT新聞,#genre#
TVBS亞洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571185&extension=ts&play_token=wD7CZpooiF
八大第一 HD,http://60.251.33.252:18539/.m3u8
八大第一 HD,http://123.51.229.65:18539/.m3u8
八大第一 HD,http://123.51.230.108:18539/.m3u8
三立台灣,http://220.134.196.147:9531/index.m3u8
三立國際,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156390&extension=ts&play_token=UEKTIim7lP
中天亞洲,http://185.243.7.13/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&play_token=1pLS8RVt8V&stream=941638
中天亞洲,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=571212&extension=ts&play_token=yaoffzUbUJ
中天綜合 HD,http://107.151.203.111:2209/135/us50.php?id=ztz
中天綜合 HD,http://23.237.10.66:16372
中天綜合 HD,http://pull-l3-cny.douyincdn.com/third/stream-5f26752efeee9e0c53cf6b530640ce60.m3u8
中天綜合 HD,http://2023.stream-link.org/playlist/cti_zh.flv
民視 HD,rtmp://59.124.75.138/sat/tv051
民視 HD,http://107.151.203.111:2209/135/us50.php?id=msk
民視 HD,http://23.237.10.66:16334
民視 HD,http://220.134.196.147:9574/ch49.m3u8
台視,rtmp://59.124.75.138/sat/tv071
台視 HD,http://60.251.33.252:18543/.m3u8
台視 HD,http://123.51.229.65:18543/.m3u8
台視 HD,http://123.51.229.65:18543/http/192.168.1.9:8081/hls/72/814/ch46.m3u8
台視 HD,http://123.51.230.108:18543/.m3u8
台視綜合 HD,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156392&extension=ts&play_token=UEKTIim7lP
中視 HD,rtmp://59.124.75.138/sat/tv091
中視,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV42.m3u8
中視菁采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u
中視菁采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
華視 HD,rtmp://59.124.75.138/sat/tv111
TVBS歡樂台,rtmp://59.124.75.138/sat/tv421
東風37,http://123.51.229.65:18560/.m3u8
東風37,http://60.251.33.252:18560/.m3u8
東風37,http://123.51.230.108:18560/.m3u8
東森超視34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
東森超視34.5,https://epg.pw/stream/eb60567383fe9a9226fd2ea1f728a1acbf5dd7543ede209993527ef9bef82a68.m3u8
東森綜合 HD,http://220.134.196.147:9553/index.m3u8
東森戲劇 HD,http://123.51.229.65:18538/.m3u8
東森戲劇 HD,http://60.251.33.252:18538/.m3u8
東森戲劇 HD,http://123.51.230.108:18538/.m3u8
東森戲劇,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156395&extension=ts&play_token=UEKTIim7lP
東森中國,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156393&extension=ts&play_token=UEKTIim7lP
東森購物2,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV19.m3u8
東森購物3,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV18.m3u8
華視-天才衝衝衝,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV26.m3u8
華視-天才衝衝衝,https://ytm2.yuanhsing.cf/TBSCTSSHOW.m3u8
華視HD台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV12.m3u8
華視HD台,https://ytm2.yuanhsing.cf/ctsprog.m3u8
愛爾達娛樂 HD,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
靖天卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
靖天育樂,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天映畫,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖天國際,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
靖天戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
靖天歡樂,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖洋戲劇,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
緯來日本 HD,rtmp://59.124.75.138/sat/tv771
緯來育樂 HD,rtmp://59.124.75.138/sat/tv701
緯來綜合 HD,http://123.51.229.65:18540/.m3u8
緯來綜合 HD,http://123.51.230.108:18540/.m3u8
緯來綜合 HD,http://60.251.33.252:18540/.m3u8
MOMO綜合,rtmp://59.124.75.138/sat/tv761
衛視中文台 HD,http://220.134.196.147:9554/index.m3u8
衛視中文台 HD,http://185.243.7.13/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&play_token=1pLS8RVt8V&stream=941624
衛視中文台 HD,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941624&extension=ts&play_token=xmfFOBilCP
衛視闔家歡,http://220.134.196.147:9561/http/116.50.42.18:8081/hls/61/803/ch02.m3u8?token=7375646f37d6b4749c6736c4160c9b3011e5cfda
衛視闔家歡,http://220.134.196.147:9561/http/116.50.42.19:8081/hls/61/803/ch02.m3u8?token=7375646fa0886d71294f378c722be3491efdaa4a
龍華日韓,http://123.51.229.65:18551/.m3u8
龍華日韓,http://60.251.33.252:18551/.m3u8
龍華日韓,http://123.51.230.108:18551/.m3u8
龍華戲劇,http://123.51.229.65:18513/.m3u8
龍華戲劇,http://123.51.230.108:18513/.m3u8
龍華戲劇,http://60.251.33.252:18513/.m3u8
采昌影劇,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
全民最大黨,http://www.336699.live:1935/blocksix/4gtv-live076.stream/chunklist.m3u8
Lifetime 娛樂頻道,http://www.336699.live:1935/blocksix/4gtv-live029.stream/chunklist.m3u8
LiveABC互動英語頻道,http://www.336699.live:1935/blocksix/4gtv-live030.stream/chunklist.m3u8
The K-POP,https://ytm2.yuanhsing.cf/TheKPOP.m3u8
The K-POP2,https://ytm2.yuanhsing.cf/TheKPOP2.m3u8
K-Pop TVPLAY,https://srv1.zcast.com.br/kpoptv/kpoptv/.m3u8
K-Pop TVPLAY,https://srv1.zcast.com.br/kpoptv/kpoptv/playlist.m3u8
生活時尚,http://www.336699.live:1935/blocksix/4gtv-live122.stream/chunklist.m3u8
LUXE TV,http://www.336699.live:1935/blocksix/4gtv-live121.stream/chunklist.m3u8
時尚台FTV,http://80.94.54.42/fashiontv/stream/playlist.m3u8
時尚台FTV,http://lb.streaming.sk/fashiontv/stream/chunklist.m3u8
時尚台FTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
時尚台FTV4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
MOMO購物1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV04.m3u8
MOMO購物2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV05.m3u8
Viva 美好購物1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV54.m3u8
Viva 美好購物2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV55.m3u8
東森購物1台,http://www.336699.live:1935/blocksix/4gtv-live047.stream/chunklist.m3u8
東森購物2台,http://www.336699.live:1935/blocksix/4gtv-live046.stream/chunklist.m3u8
EF運通,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV06.m3u8
EF運通,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/eftv.m3u8
人間衛視,http://www.336699.live:1935/blocksix/4gtv-live008.stream/chunklist.m3u8
人間衛視,http://123.51.229.65:18561/.m3u8
人間衛視,http://218.32.47.179:8506/http/192.168.1.9:8081/hls/69/811/ch36.m3u8
人間衛視,http://218.32.47.179:8506/http/192.168.1.9:8081/hls/69/811/ch36.m3u8http://120.84.96.195:808/hls/32/index.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
大立電視,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
大愛1台,http://218.32.47.179:8507/http/192.168.1.9:8081/hls/73/815/ch52.m3u8
大愛1台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV30.m3u8
大愛1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛1台,https://pulltv2.wanfudaluye.com/live/tv1.m3u8
大愛2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大愛2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛2台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV47.m3u8
世新綜合,http://61.58.60.230:9319/live/49.m3u8
發現心嘉義,http://61.58.60.230:9319/live/101.m3u8
嘉義SHOW,http://61.58.60.230:9319/live/100.m3u8
彰化生活台,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/sdtv.m3u8
幸福空間居家台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV41.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
生命電視台,http://211.73.19.201/live/AB167E56-808C-81D4-6471-76DC400D5192.m3u8?fmt=x264_1200K_ts&cpid=admin&size=1920X1080
佛衛慈悲台,http://btsw-ott2b.cdn.hinet.net/live_bts/btsw01/chunklist.m3u8?fbclid=IwAR0tOOH5nMOCvkCFTXbHgyO6P95nuOS3MNCfYDflXYkqsUVGfApmPOLWeR0
孝廉,http://cdn257.ccdntech.com/live-http/_definst_/vod257_Live/live/playlist.m3u8
信大電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV07.m3u8
信吉電視台,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV58.m3u8
香港佛陀,http://js1.amtb.cn/liveedge/_definst_/livetv/chunklist.m3u8
香港佛陀,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/chunklist_w1177047531.m3u8
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
臺灣番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
臺灣番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
臺灣番薯台,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
國會頻道1,http://61.58.60.230:9319/live/123.m3u8
國會議事轉播,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV56.m3u8
國會議事轉播,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV57.m3u8
國會議事轉播,https://raw.githubusercontent.com/etag2000/IPTV/YTlive/parliamentarytv2.m3u8
立法院 直播內政委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live7/hls-cl-tv/index.m3u8
立法院 直播司法及法制委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live9/hls-cl-tv/index.m3u8
立法院 直播外交及國防委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live8/hls-cl-tv/index.m3u8
立法院 直播交通委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live6/hls-cl-tv/index.m3u8
立法院 直播社會福利及衛生環境委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live3/hls-cl-tv/index.m3u8
立法院 直播財政委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live2/hls-cl-tv/index.m3u8
立法院 直播院會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live1/hls-cl-tv/index.m3u8
立法院 直播教育及文化委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live4/hls-cl-tv/index.m3u8
立法院 直播朝野協商 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live10/hls-cl-tv/index.m3u8
立法院 直播經濟委員會 (450p),https://lylive-videorent.cdn.hinet.net/out/u/live/gop4/ly/ly-Live5/hls-cl-tv/index.m3u8
##


電影,#genre#
東森電影,http://120.84.96.28:808/hls/32/index.m3u8
東森電影,http://120.84.96.73:808/hls/32/index.m3u8
東森電影,http://120.84.96.89:808/hls/32/index.m3u8
東森電影,http://120.84.96.108:808/hls/32/index.m3u8
東森電影,http://120.84.96.113:808/hls/32/index.m3u8
東森電影,http://120.84.96.23:808/hls/32/index.m3u8
東森電影,http://120.84.96.82:808/hls/32/index.m3u8
東森電影,http://120.84.96.87:808/hls/32/index.m3u8
東森電影,http://107.151.203.111:2209/135/hk.php?id=dsdyt
緯來電影 HD,http://220.134.196.147:9556/index.m3u8
衛視電影 HD,http://220.134.196.147:9549/index.m3u8
龍祥時代,http://120.84.96.28:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.73:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.89:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.108:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.113:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.23:808/hls/35/index.m3u8
龍祥時代,http://120.84.96.87:808/hls/35/index.m3u8
龍祥時代,http://107.151.203.111:2209/135/hk.php?id=lxsdt
衛視電影台,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=941625&extension=ts&play_token=UX6nxpu1TT
經典電影台,http://www.336699.live:1935/blocksix/4gtv-live021.stream/chunklist.m3u8
靖天映畫,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
天映經典,http://120.84.96.28:808/hls/85/index.m3u8
天映經典,http://120.84.96.73:808/hls/85/index.m3u8
天映經典,http://120.84.96.89:808/hls/85/index.m3u8
天映經典,http://120.84.96.108:808/hls/85/index.m3u8
天映經典,http://120.84.96.113:808/hls/85/index.m3u8
天映經典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8
天映經典,http://210.210.155.37/qwr9ew/s/s31/index2.m3u8
天映經典,http://107.151.203.111:2209/135/hk.php?id=ccmt
天映頻道,http://210.210.155.35:80/dr9445/h/h14/02.m3u8
天映頻道,http://210.210.155.37/dr9445/h/h14/index.m3u8
東森洋片 HD,http://120.84.96.28:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.73:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.89:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.108:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.113:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.23:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.82:808/hls/33/index.m3u8
東森洋片 HD,http://120.84.96.87:808/hls/33/index.m3u8
東森洋片 HD,http://107.151.203.111:2209/135/hk.php?id=dsypt
星衛電影台 HD,http://23.237.10.66:16359
我的歐洲電影,http://www.336699.live:1935/blocksix/4gtv-live157.stream/chunklist.m3u8
CHC家庭影院,http://live.cooltv.top/tv/aishang.php?id=chcjtyy
CHC家庭電影,http://222.132.191.125:9901/tsfile/live/1008_1.m3u8
CHC動作電影,http://live.cooltv.top/tv/aishang.php?id=chcdzdy
CHC高清電影,http://live.cooltv.top/tv/aishang.php?id=chcgqdy
CHC高清電影,http://222.132.191.125:9901/tsfile/live/1010_1.m3u8
4K超高清電影,http://r.jdshipin.com/5DWJk
Hi-YAH!,https://linear-59.frequency.stream/dist/plex/59/hls/master/playlist.m3u8
Kix (印尼字幕),http://210.210.155.37/dr9445/h/h07/index.m3u8
My Cinema Asia,http://210.210.155.37/uq2663/h/h193/index.m3u8
NewTV超級電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
NewTV超級電影,http://39.135.138.58:18890/PLTV/88888888/224/3221225623/index.m3u8
NewTV超級電影,http://39.135.138.58:18890/PLTV/88888888/224/3221225766/index.m3u8
NewTV超級電影,http://39.135.138.59:18890/PLTV/88888910/224/3221225623/index.m3u8
NewTV精品電影,http://39.135.138.60:18890/PLTV/88888910/224/3221225718/index.m3u8
PANDA影院,http://182.151.211.171:808/hls/127/index.m3u8
女神經典影院,http://hpull.kktv8.com/livekktv/99350550/playlist.m3u8
女神經典影院,https://pull.kktv8.com/livekktv/99350550.flv
女神經典影院,https://pull.kktv8.com/livekktv/99350550/playlist.m3u8
午夜影院,https://pull.kktv8.com/livekktv/99592190.flv
每日影院,http://182.151.211.171:808/hls/128/index.m3u8
每日影院,http://beifeng.site:4000/udp/239.3.1.111:8001
芒果樂搜,http://124.232.233.17:6610/000000001001/201600020010/1400.m3u8?IASHttpSessionId=SLB2046220190906022827233263&m3u8_level=2
明星大片,http://39.135.138.59:18890/PLTV/88888910/224/3221225716/index.m3u8
東方影視,http://219.151.31.38/liveplay-kk.rtxapp.com/live/program/live/dsjpdhd/4000000/mnf.m3u8
東北熱劇,http://39.134.115.163:8080/PLTV/88888910/224/3221226202/index.m3u8
金馬影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
長城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
峨嵋電影,http://182.151.211.171:808/hls/58/index.m3u8
峨嵋電影,http://vl15191373.imwork.net:8880/udp/239.93.0.252:5140
票房電影,http://lvbaiducdncmn.inter.iqiyi.com/tslive/c56_lb_184_600_t10/c56_lb_184_600_t10.m3u8
黑莓電影,http://117.169.124.149:8080/live/jdianying/index.m3u8
黑莓電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://39.134.116.30:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://39.134.116.30:8080/PLTV/88888910/224/3221225764/index.m3u8
黑莓電影,http://39.134.116.30:8080/PLTV/88888910/224/3221225769/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888910/224/3221225764/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888910/224/3221225769/index.m3u8
黑莓電影,http://39.135.138.59:18890/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://39.135.138.59:18890/PLTV/88888910/224/3221225764/index.m3u8
黑莓電影,http://39.135.138.59:18890/PLTV/88888910/224/3221225769/index.m3u8
黑莓電影,http://39.135.138.58:18890/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://39.137.49.76:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225718/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225764/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225769/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225764/index.m3u8
黑莓電影,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225769/index.m3u8
電影輪播,http://hpull.kktv8.com/livekktv/99592190/playlist.m3u8
鳳凰電影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
##



人文,#genre#
亞洲旅遊台,http://www.336699.live:1935/blocksix/litv-longturn17.stream/chunklist.m3u8
亞洲旅遊台,http://220.134.196.147:9523/index.m3u8
亞洲旅遊台,http://220.134.196.147:9565/http/116.50.42.18:8088/hls/76/818/ch61.m3u8?token=7375646f37d6b4749c6736c4160c9b3011e5cfda
亞洲旅遊台,http://220.134.196.147:9568/http/116.50.42.18:8081/hls/76/818/ch61.m3u8
愛爾達生活旅遊台,http://www.336699.live:1935/blocksix/4gtv-live120.stream/chunklist.m3u8
中天美食旅遊,http://www.336699.live:1935/blocksix/4gtv-live123.stream/chunklist.m3u8
